Time;VBusCurrent;VBusVoltage
0:00:05:50.1200000;0.0094;5.2468
0:00:05:50.1300000;0.0094;5.2468
0:00:05:50.1400000;0.0094;5.2468
0:00:05:50.1500000;0.0094;5.2468
0:00:05:50.1600000;0.0094;5.2468
0:00:05:50.1700000;0.0094;5.2468
0:00:05:50.1800000;0.0094;5.2468
0:00:05:50.1900000;0.0094;5.2468
0:00:05:50.2000000;0.0094;5.2468
0:00:05:50.2100000;0.0094;5.2468
0:00:05:50.2200000;0.0094;5.2468
0:00:05:50.2300000;0.0094;5.2468
0:00:05:50.2400000;0.0094;5.2468
0:00:05:50.2500000;0.0094;5.2468
0:00:05:50.2600000;0.0094;5.2468
0:00:05:50.2700000;0.0094;5.2468
0:00:05:50.2800000;0.0094;5.2468
0:00:05:50.2900000;0.0094;5.2468
0:00:05:50.3000000;0.0094;5.2468
0:00:05:50.3100000;0.0094;5.2468
0:00:05:50.3200000;0.0094;5.2468
0:00:05:50.3300000;0.0094;5.2468
0:00:05:50.3400000;0.0094;5.2468
0:00:05:50.3500000;0.0094;5.2468
0:00:05:50.3600000;0.0094;5.2468
0:00:05:50.3700000;0.0094;5.2468
0:00:05:50.3800000;0.0094;5.2468
0:00:05:50.3900000;0.0094;5.2468
0:00:05:50.4000000;0.0094;5.2468
0:00:05:50.4100000;0.0094;5.2468
0:00:05:50.4200000;0.0094;5.2468
0:00:05:50.4300000;0.0094;5.2468
0:00:05:50.4400000;0.0094;5.2469
0:00:05:50.4500000;0.0094;5.2469
0:00:05:50.4600000;0.0094;5.2469
0:00:05:50.4700000;0.0094;5.2469
0:00:05:50.4800000;0.0094;5.2469
0:00:05:50.4900000;0.0094;5.2469
0:00:05:50.5000000;0.0094;5.2469
0:00:05:50.5100000;0.0094;5.2469
0:00:05:50.5200000;0.0094;5.2469
0:00:05:50.5300000;0.0094;5.2469
0:00:05:50.5400000;0.0094;5.2470
0:00:05:50.5500000;0.0094;5.2470
0:00:05:50.5600000;0.0094;5.2470
0:00:05:50.5700000;0.0094;5.2470
0:00:05:50.5800000;0.0094;5.2470
0:00:05:50.5900000;0.0094;5.2470
0:00:05:50.6000000;0.0094;5.2470
0:00:05:50.6100000;0.0094;5.2470
0:00:05:50.6200000;0.0094;5.2470
0:00:05:50.6300000;0.0094;5.2470
0:00:05:50.6400000;0.0094;5.2470
0:00:05:50.6500000;0.0094;5.2470
0:00:05:50.6600000;0.0094;5.2470
0:00:05:50.6700000;0.0094;5.2470
0:00:05:50.6800000;0.0094;5.2470
0:00:05:50.6900000;0.0094;5.2470
0:00:05:50.7000000;0.0094;5.2470
0:00:05:50.7100000;0.0094;5.2470
0:00:05:50.7200000;0.0094;5.2470
0:00:05:50.7300000;0.0094;5.2470
0:00:05:50.7400000;0.0094;5.2470
0:00:05:50.7500000;0.0094;5.2470
0:00:05:50.7600000;0.0094;5.2470
0:00:05:50.7700000;0.0094;5.2470
0:00:05:50.7800000;0.0094;5.2470
0:00:05:50.7900000;0.0094;5.2470
0:00:05:50.8000000;0.0094;5.2470
0:00:05:50.8100000;0.0094;5.2470
0:00:05:50.8200000;0.0094;5.2470
0:00:05:50.8300000;0.0094;5.2470
0:00:05:50.8400000;0.0094;5.2471
0:00:05:50.8500000;0.0094;5.2471
0:00:05:50.8600000;0.0094;5.2471
0:00:05:50.8700000;0.0094;5.2471
0:00:05:50.8800000;0.0094;5.2471
0:00:05:50.8900000;0.0094;5.2471
0:00:05:50.9000000;0.0094;5.2471
0:00:05:50.9100000;0.0094;5.2471
0:00:05:50.9200000;0.0094;5.2471
0:00:05:50.9300000;0.0094;5.2471
0:00:05:50.9400000;0.0095;5.2472
0:00:05:50.9500000;0.0095;5.2472
0:00:05:50.9600000;0.0095;5.2472
0:00:05:50.9700000;0.0095;5.2472
0:00:05:50.9800000;0.0095;5.2472
0:00:05:50.9900000;0.0095;5.2472
0:00:05:51.0000000;0.0095;5.2472
0:00:05:51.0100000;0.0095;5.2472
0:00:05:51.0200000;0.0095;5.2472
0:00:05:51.0300000;0.0095;5.2472
0:00:05:51.0400000;0.0094;5.2470
0:00:05:51.0500000;0.0094;5.2470
0:00:05:51.0600000;0.0094;5.2470
0:00:05:51.0700000;0.0094;5.2470
0:00:05:51.0800000;0.0094;5.2470
0:00:05:51.0900000;0.0094;5.2470
0:00:05:51.1000000;0.0094;5.2470
0:00:05:51.1100000;0.0094;5.2470
0:00:05:51.1200000;0.0094;5.2470
0:00:05:51.1300000;0.0094;5.2470
0:00:05:51.1400000;0.0094;5.2470
0:00:05:51.1500000;0.0094;5.2470
0:00:05:51.1600000;0.0094;5.2470
0:00:05:51.1700000;0.0094;5.2470
0:00:05:51.1800000;0.0094;5.2470
0:00:05:51.1900000;0.0094;5.2470
0:00:05:51.2000000;0.0094;5.2470
0:00:05:51.2100000;0.0094;5.2470
0:00:05:51.2200000;0.0094;5.2470
0:00:05:51.2300000;0.0094;5.2470
0:00:05:51.2400000;0.0095;5.2469
0:00:05:51.2500000;0.0095;5.2469
0:00:05:51.2600000;0.0095;5.2469
0:00:05:51.2700000;0.0095;5.2469
0:00:05:51.2800000;0.0095;5.2469
0:00:05:51.2900000;0.0095;5.2469
0:00:05:51.3000000;0.0095;5.2469
0:00:05:51.3100000;0.0095;5.2469
0:00:05:51.3200000;0.0095;5.2469
0:00:05:51.3300000;0.0095;5.2469
0:00:05:51.3400000;0.0095;5.2469
0:00:05:51.3500000;0.0095;5.2469
0:00:05:51.3600000;0.0095;5.2469
0:00:05:51.3700000;0.0095;5.2469
0:00:05:51.3800000;0.0095;5.2469
0:00:05:51.3900000;0.0095;5.2469
0:00:05:51.4000000;0.0095;5.2469
0:00:05:51.4100000;0.0095;5.2469
0:00:05:51.4200000;0.0095;5.2469
0:00:05:51.4300000;0.0095;5.2469
0:00:05:51.4400000;0.0095;5.2468
0:00:05:51.4500000;0.0095;5.2468
0:00:05:51.4600000;0.0095;5.2468
0:00:05:51.4700000;0.0095;5.2468
0:00:05:51.4800000;0.0095;5.2468
0:00:05:51.4900000;0.0095;5.2468
0:00:05:51.5000000;0.0095;5.2468
0:00:05:51.5100000;0.0095;5.2468
0:00:05:51.5200000;0.0095;5.2468
0:00:05:51.5300000;0.0095;5.2468
0:00:05:51.5400000;0.0095;5.2466
0:00:05:51.5500000;0.0095;5.2466
0:00:05:51.5600000;0.0095;5.2466
0:00:05:51.5700000;0.0095;5.2466
0:00:05:51.5800000;0.0095;5.2466
0:00:05:51.5900000;0.0095;5.2466
0:00:05:51.6000000;0.0095;5.2466
0:00:05:51.6100000;0.0095;5.2466
0:00:05:51.6200000;0.0095;5.2466
0:00:05:51.6300000;0.0095;5.2466
0:00:05:51.6400000;0.0095;5.2465
0:00:05:51.6500000;0.0095;5.2465
0:00:05:51.6600000;0.0095;5.2465
0:00:05:51.6700000;0.0095;5.2465
0:00:05:51.6800000;0.0095;5.2465
0:00:05:51.6900000;0.0095;5.2465
0:00:05:51.7000000;0.0095;5.2465
0:00:05:51.7100000;0.0095;5.2465
0:00:05:51.7200000;0.0095;5.2465
0:00:05:51.7300000;0.0095;5.2465
0:00:05:51.7400000;0.0095;5.2464
0:00:05:51.7500000;0.0095;5.2464
0:00:05:51.7600000;0.0095;5.2464
0:00:05:51.7700000;0.0095;5.2464
0:00:05:51.7800000;0.0095;5.2464
0:00:05:51.7900000;0.0095;5.2464
0:00:05:51.8000000;0.0095;5.2464
0:00:05:51.8100000;0.0095;5.2464
0:00:05:51.8200000;0.0095;5.2464
0:00:05:51.8300000;0.0095;5.2464
0:00:05:51.8400000;0.0095;5.2463
0:00:05:51.8500000;0.0095;5.2463
0:00:05:51.8600000;0.0095;5.2463
0:00:05:51.8700000;0.0095;5.2463
0:00:05:51.8800000;0.0095;5.2463
0:00:05:51.8900000;0.0095;5.2463
0:00:05:51.9000000;0.0095;5.2463
0:00:05:51.9100000;0.0095;5.2463
0:00:05:51.9200000;0.0095;5.2463
0:00:05:51.9300000;0.0095;5.2463
0:00:05:51.9400000;0.0095;5.2461
0:00:05:51.9500000;0.0095;5.2461
0:00:05:51.9600000;0.0095;5.2461
0:00:05:51.9700000;0.0095;5.2461
0:00:05:51.9800000;0.0095;5.2461
0:00:05:51.9900000;0.0095;5.2461
0:00:05:52.0000000;0.0095;5.2461
0:00:05:52.0100000;0.0095;5.2461
0:00:05:52.0200000;0.0095;5.2461
0:00:05:52.0300000;0.0095;5.2461
0:00:05:52.0400000;0.0095;5.2462
0:00:05:52.0500000;0.0095;5.2462
0:00:05:52.0600000;0.0095;5.2462
0:00:05:52.0700000;0.0095;5.2462
0:00:05:52.0800000;0.0095;5.2462
0:00:05:52.0900000;0.0095;5.2462
0:00:05:52.1000000;0.0095;5.2462
0:00:05:52.1100000;0.0095;5.2462
0:00:05:52.1200000;0.0095;5.2462
0:00:05:52.1300000;0.0095;5.2462
0:00:05:52.1400000;0.0095;5.2463
0:00:05:52.1500000;0.0095;5.2463
0:00:05:52.1600000;0.0095;5.2463
0:00:05:52.1700000;0.0095;5.2463
0:00:05:52.1800000;0.0095;5.2463
0:00:05:52.1900000;0.0095;5.2463
0:00:05:52.2000000;0.0095;5.2463
0:00:05:52.2100000;0.0095;5.2463
0:00:05:52.2200000;0.0095;5.2463
0:00:05:52.2300000;0.0095;5.2463
0:00:05:52.2400000;0.0095;5.2465
0:00:05:52.2500000;0.0095;5.2465
0:00:05:52.2600000;0.0095;5.2465
0:00:05:52.2700000;0.0095;5.2465
0:00:05:52.2800000;0.0095;5.2465
0:00:05:52.2900000;0.0095;5.2465
0:00:05:52.3000000;0.0095;5.2465
0:00:05:52.3100000;0.0095;5.2465
0:00:05:52.3200000;0.0095;5.2465
0:00:05:52.3300000;0.0095;5.2465
0:00:05:52.3400000;0.0095;5.2466
0:00:05:52.3500000;0.0095;5.2466
0:00:05:52.3600000;0.0095;5.2466
0:00:05:52.3700000;0.0095;5.2466
0:00:05:52.3800000;0.0095;5.2466
0:00:05:52.3900000;0.0095;5.2466
0:00:05:52.4000000;0.0095;5.2466
0:00:05:52.4100000;0.0095;5.2466
0:00:05:52.4200000;0.0095;5.2466
0:00:05:52.4300000;0.0095;5.2466
0:00:05:52.4400000;0.0095;5.2467
0:00:05:52.4500000;0.0095;5.2467
0:00:05:52.4600000;0.0095;5.2467
0:00:05:52.4700000;0.0095;5.2467
0:00:05:52.4800000;0.0095;5.2467
0:00:05:52.4900000;0.0095;5.2467
0:00:05:52.5000000;0.0095;5.2467
0:00:05:52.5100000;0.0095;5.2467
0:00:05:52.5200000;0.0095;5.2467
0:00:05:52.5300000;0.0095;5.2467
0:00:05:52.5400000;0.0095;5.2469
0:00:05:52.5500000;0.0095;5.2469
0:00:05:52.5600000;0.0095;5.2469
0:00:05:52.5700000;0.0095;5.2469
0:00:05:52.5800000;0.0095;5.2469
0:00:05:52.5900000;0.0095;5.2469
0:00:05:52.6000000;0.0095;5.2469
0:00:05:52.6100000;0.0095;5.2469
0:00:05:52.6200000;0.0095;5.2469
0:00:05:52.6300000;0.0095;5.2469
0:00:05:52.6400000;0.0095;5.2471
0:00:05:52.6500000;0.0095;5.2471
0:00:05:52.6600000;0.0095;5.2471
0:00:05:52.6700000;0.0095;5.2471
0:00:05:52.6800000;0.0095;5.2471
0:00:05:52.6900000;0.0095;5.2471
0:00:05:52.7000000;0.0095;5.2471
0:00:05:52.7100000;0.0095;5.2471
0:00:05:52.7200000;0.0095;5.2471
0:00:05:52.7300000;0.0095;5.2471
0:00:05:52.7400000;0.0095;5.2474
0:00:05:52.7500000;0.0095;5.2474
0:00:05:52.7600000;0.0095;5.2474
0:00:05:52.7700000;0.0095;5.2474
0:00:05:52.7800000;0.0095;5.2474
0:00:05:52.7900000;0.0095;5.2474
0:00:05:52.8000000;0.0095;5.2474
0:00:05:52.8100000;0.0095;5.2474
0:00:05:52.8200000;0.0095;5.2474
0:00:05:52.8300000;0.0095;5.2474
0:00:05:52.8400000;0.0095;5.2477
0:00:05:52.8500000;0.0095;5.2477
0:00:05:52.8600000;0.0095;5.2477
0:00:05:52.8700000;0.0095;5.2477
0:00:05:52.8800000;0.0095;5.2477
0:00:05:52.8900000;0.0095;5.2477
0:00:05:52.9000000;0.0095;5.2477
0:00:05:52.9100000;0.0095;5.2477
0:00:05:52.9200000;0.0095;5.2477
0:00:05:52.9300000;0.0095;5.2477
0:00:05:52.9400000;0.0095;5.2479
0:00:05:52.9500000;0.0095;5.2479
0:00:05:52.9600000;0.0095;5.2479
0:00:05:52.9700000;0.0095;5.2479
0:00:05:52.9800000;0.0095;5.2479
0:00:05:52.9900000;0.0095;5.2479
0:00:05:53.0000000;0.0095;5.2479
0:00:05:53.0100000;0.0095;5.2479
0:00:05:53.0200000;0.0095;5.2479
0:00:05:53.0300000;0.0095;5.2479
0:00:05:53.0400000;0.0095;5.2482
0:00:05:53.0500000;0.0095;5.2482
0:00:05:53.0600000;0.0095;5.2482
0:00:05:53.0700000;0.0095;5.2482
0:00:05:53.0800000;0.0095;5.2482
0:00:05:53.0900000;0.0095;5.2482
0:00:05:53.1000000;0.0095;5.2482
0:00:05:53.1100000;0.0095;5.2482
0:00:05:53.1200000;0.0095;5.2482
0:00:05:53.1300000;0.0095;5.2482
0:00:05:53.1400000;0.0095;5.2485
0:00:05:53.1500000;0.0095;5.2485
0:00:05:53.1600000;0.0095;5.2485
0:00:05:53.1700000;0.0095;5.2485
0:00:05:53.1800000;0.0095;5.2485
0:00:05:53.1900000;0.0095;5.2485
0:00:05:53.2000000;0.0095;5.2485
0:00:05:53.2100000;0.0095;5.2485
0:00:05:53.2200000;0.0095;5.2485
0:00:05:53.2300000;0.0095;5.2485
0:00:05:53.2400000;0.0094;5.2488
0:00:05:53.2500000;0.0094;5.2488
0:00:05:53.2600000;0.0094;5.2488
0:00:05:53.2700000;0.0094;5.2488
0:00:05:53.2800000;0.0094;5.2488
0:00:05:53.2900000;0.0094;5.2488
0:00:05:53.3000000;0.0094;5.2488
0:00:05:53.3100000;0.0094;5.2488
0:00:05:53.3200000;0.0094;5.2488
0:00:05:53.3300000;0.0094;5.2488
0:00:05:53.3400000;0.0094;5.2493
0:00:05:53.3500000;0.0094;5.2493
0:00:05:53.3600000;0.0094;5.2493
0:00:05:53.3700000;0.0094;5.2493
0:00:05:53.3800000;0.0094;5.2493
0:00:05:53.3900000;0.0094;5.2493
0:00:05:53.4000000;0.0094;5.2493
0:00:05:53.4100000;0.0094;5.2493
0:00:05:53.4200000;0.0094;5.2493
0:00:05:53.4300000;0.0094;5.2493
0:00:05:53.4400000;0.0094;5.2498
0:00:05:53.4500000;0.0094;5.2498
0:00:05:53.4600000;0.0094;5.2498
0:00:05:53.4700000;0.0094;5.2498
0:00:05:53.4800000;0.0094;5.2498
0:00:05:53.4900000;0.0094;5.2498
0:00:05:53.5000000;0.0094;5.2498
0:00:05:53.5100000;0.0094;5.2498
0:00:05:53.5200000;0.0094;5.2498
0:00:05:53.5300000;0.0094;5.2498
0:00:05:53.5400000;0.0094;5.2502
0:00:05:53.5500000;0.0094;5.2502
0:00:05:53.5600000;0.0094;5.2502
0:00:05:53.5700000;0.0094;5.2502
0:00:05:53.5800000;0.0094;5.2502
0:00:05:53.5900000;0.0094;5.2609
0:00:05:53.6000000;0.0094;5.2502
0:00:05:53.6100000;0.0094;5.2502
0:00:05:53.6200000;0.0094;5.2502
0:00:05:53.6300000;0.0094;5.2502
0:00:05:53.6400000;0.0094;5.2508
0:00:05:53.6500000;0.0094;5.2508
0:00:05:53.6600000;0.0094;5.2508
0:00:05:53.6700000;0.0094;5.2508
0:00:05:53.6800000;0.0094;5.2508
0:00:05:53.6900000;0.0094;5.2508
0:00:05:53.7000000;0.0094;5.2508
0:00:05:53.7100000;0.0094;5.2508
0:00:05:53.7200000;0.0094;5.2508
0:00:05:53.7300000;0.0094;5.2508
0:00:05:53.7400000;0.0094;5.2514
0:00:05:53.7500000;0.0094;5.2514
0:00:05:53.7600000;0.0094;5.2514
0:00:05:53.7700000;0.0094;5.2514
0:00:05:53.7800000;0.0094;5.2514
0:00:05:53.7900000;0.0094;5.2514
0:00:05:53.8000000;0.0094;5.2514
0:00:05:53.8100000;0.0094;5.2514
0:00:05:53.8200000;0.0094;5.2514
0:00:05:53.8300000;0.0094;5.2514
0:00:05:53.8400000;0.0094;5.2519
0:00:05:53.8500000;0.0094;5.2519
0:00:05:53.8600000;0.0094;5.2519
0:00:05:53.8700000;0.0094;5.2519
0:00:05:53.8800000;0.0094;5.2519
0:00:05:53.8900000;0.0094;5.2519
0:00:05:53.9000000;0.0094;5.2519
0:00:05:53.9100000;0.0094;5.2519
0:00:05:53.9200000;0.0094;5.2519
0:00:05:53.9300000;0.0094;5.2519
0:00:05:53.9400000;0.0094;5.2528
0:00:05:53.9500000;0.0094;5.2528
0:00:05:53.9600000;0.0094;5.2634
0:00:05:53.9700000;0.0094;5.2528
0:00:05:53.9800000;0.0094;5.2528
0:00:05:53.9900000;0.0094;5.2528
0:00:05:54.0000000;0.0094;5.2528
0:00:05:54.0100000;0.0094;5.2634
0:00:05:54.0200000;0.0094;5.2528
0:00:05:54.0300000;0.0094;5.2528
0:00:05:54.0400000;0.0094;5.2539
0:00:05:54.0500000;0.0094;5.2659
0:00:05:54.0600000;0.0094;5.2539
0:00:05:54.0700000;0.0094;5.2684
0:00:05:54.0800000;0.0094;5.2684
0:00:05:54.0900000;0.0094;5.2697
0:00:05:54.1000000;0.0094;5.2539
0:00:05:54.1100000;0.0094;5.2539
0:00:05:54.1200000;0.0094;5.2672
0:00:05:54.1300000;0.0094;5.2647
0:00:05:54.1400000;0.0094;5.2672
0:00:05:54.1500000;0.0094;5.2697
0:00:05:54.1600000;0.0094;5.2759
0:00:05:54.1700000;0.0094;5.2772
0:00:05:54.1800000;0.0094;5.2772
0:00:05:54.1900000;0.0094;5.2759
0:00:05:54.2000000;0.0094;5.2784
0:00:05:54.2100000;0.0094;5.2834
0:00:05:54.2200000;0.0094;5.2822
0:00:05:54.2300000;0.0094;5.2897
0:00:05:54.2400000;0.0094;5.2934
0:00:05:54.2500000;0.0094;5.3060
0:00:05:54.2600000;0.0094;5.3285
0:00:05:54.2700000;0.0094;5.1208
0:00:05:54.2800000;0.0094;4.8717
0:00:05:54.2900000;0.0094;4.6377
0:00:05:54.3000000;0.0094;4.4512
0:00:05:54.3100000;0.0094;4.2285
0:00:05:54.3200000;0.0094;4.0533
0:00:05:54.3300000;0.0094;3.8418
0:00:05:54.3400000;0.0094;3.6316
0:00:05:54.3500000;0.0094;3.4664
0:00:05:54.3600000;0.0094;3.2649
0:00:05:54.3700000;0.0094;3.1185
0:00:05:54.3800000;0.0094;2.9233
0:00:05:54.3900000;0.0094;2.7431
0:00:05:54.4000000;0.0094;2.6067
0:00:05:54.4100000;0.0094;2.4352
0:00:05:54.4200000;0.0094;2.2750
0:00:05:54.4300000;0.0094;2.1499
0:00:05:54.4400000;0.0093;2.0023
0:00:05:54.4500000;0.0093;1.9009
0:00:05:54.4600000;0.0093;1.8133
0:00:05:54.4700000;0.0093;1.7282
0:00:05:54.4800000;0.0093;1.6694
0:00:05:54.4900000;0.0093;1.5943
0:00:05:54.5000000;0.0093;1.5492
0:00:05:54.5100000;0.0093;1.4904
0:00:05:54.5200000;0.0093;1.4404
0:00:05:54.5300000;0.0093;1.4028
0:00:05:54.5400000;0.0087;1.3603
0:00:05:54.5500000;0.0087;1.3503
0:00:05:54.5600000;0.0087;1.3227
0:00:05:54.5700000;0.0087;1.3027
0:00:05:54.5800000;0.0087;1.2927
0:00:05:54.5900000;0.0087;1.2727
0:00:05:54.6000000;0.0087;1.2552
0:00:05:54.6100000;0.0087;1.2339
0:00:05:54.6200000;0.0087;1.2164
0:00:05:54.6300000;0.0087;1.2026
0:00:05:54.6400000;0.0078;1.1826
0:00:05:54.6500000;0.0078;1.1638
0:00:05:54.6600000;0.0078;1.1500
0:00:05:54.6700000;0.0078;1.1363
0:00:05:54.6800000;0.0078;1.1200
0:00:05:54.6900000;0.0078;1.1050
0:00:05:54.7000000;0.0078;1.0850
0:00:05:54.7100000;0.0078;1.0762
0:00:05:54.7200000;0.0078;1.0537
0:00:05:54.7300000;0.0078;1.0412
0:00:05:54.7400000;0.0069;1.0337
0:00:05:54.7500000;0.0069;1.0149
0:00:05:54.7600000;0.0069;1.0086
0:00:05:54.7700000;0.0069;0.9911
0:00:05:54.7800000;0.0069;0.9823
0:00:05:54.7900000;0.0069;0.9611
0:00:05:54.8000000;0.0069;0.9523
0:00:05:54.8100000;0.0069;0.9448
0:00:05:54.8200000;0.0069;0.9323
0:00:05:54.8300000;0.0069;0.9135
0:00:05:54.8400000;0.0060;0.9023
0:00:05:54.8500000;0.0060;0.8885
0:00:05:54.8600000;0.0060;0.8785
0:00:05:54.8700000;0.0060;0.8660
0:00:05:54.8800000;0.0060;0.8610
0:00:05:54.8900000;0.0060;0.8472
0:00:05:54.9000000;0.0060;0.8297
0:00:05:54.9100000;0.0060;0.8272
0:00:05:54.9200000;0.0060;0.8122
0:00:05:54.9300000;0.0060;0.8009
0:00:05:54.9400000;0.0051;0.7921
0:00:05:54.9500000;0.0051;0.7784
0:00:05:54.9600000;0.0051;0.7709
0:00:05:54.9700000;0.0051;0.7596
0:00:05:54.9800000;0.0051;0.7446
0:00:05:54.9900000;0.0051;0.7408
0:00:05:55.0000000;0.0051;0.7296
0:00:05:55.0100000;0.0051;0.7183
0:00:05:55.0200000;0.0051;0.7095
0:00:05:55.0300000;0.0051;0.6958
0:00:05:55.0400000;0.0042;0.6933
0:00:05:55.0500000;0.0042;0.6845
0:00:05:55.0600000;0.0042;0.6795
0:00:05:55.0700000;0.0042;0.6620
0:00:05:55.0800000;0.0042;0.6582
0:00:05:55.0900000;0.0042;0.6482
0:00:05:55.1000000;0.0042;0.6370
0:00:05:55.1100000;0.0042;0.6320
0:00:05:55.1200000;0.0042;0.6244
0:00:05:55.1300000;0.0042;0.6182
0:00:05:55.1400000;0.0033;0.6069
0:00:05:55.1500000;0.0033;0.5994
0:00:05:55.1600000;0.0033;0.5944
0:00:05:55.1700000;0.0033;0.5831
0:00:05:55.1800000;0.0033;0.5744
0:00:05:55.1900000;0.0033;0.5769
0:00:05:55.2000000;0.0033;0.5619
0:00:05:55.2100000;0.0033;0.5581
0:00:05:55.2200000;0.0033;0.5481
0:00:05:55.2300000;0.0033;0.5393
0:00:05:55.2400000;0.0024;0.5369
0:00:05:55.2500000;0.0024;0.5281
0:00:05:55.2600000;0.0024;0.5218
0:00:05:55.2700000;0.0024;0.5131
0:00:05:55.2800000;0.0024;0.5106
0:00:05:55.2900000;0.0024;0.5018
0:00:05:55.3000000;0.0024;0.4943
0:00:05:55.3100000;0.0024;0.4880
0:00:05:55.3200000;0.0024;0.4893
0:00:05:55.3300000;0.0024;0.4780
0:00:05:55.3400000;0.0015;0.4655
0:00:05:55.3500000;0.0015;0.4643
0:00:05:55.3600000;0.0015;0.4568
0:00:05:55.3700000;0.0015;0.4530
0:00:05:55.3800000;0.0015;0.4467
0:00:05:55.3900000;0.0015;0.4392
0:00:05:55.4000000;0.0015;0.4355
0:00:05:55.4100000;0.0015;0.4292
0:00:05:55.4200000;0.0015;0.4292
0:00:05:55.4300000;0.0015;0.4192
0:00:05:55.4400000;0.0006;0.4092
0:00:05:55.4500000;0.0006;0.4130
0:00:05:55.4600000;0.0006;0.4067
0:00:05:55.4700000;0.0006;0.4054
0:00:05:55.4800000;0.0006;0.3954
0:00:05:55.4900000;0.0006;0.3879
0:00:05:55.5000000;0.0006;0.3842
0:00:05:55.5100000;0.0006;0.3779
0:00:05:55.5200000;0.0006;0.3742
0:00:05:55.5300000;0.0006;0.3654
0:00:05:55.5400000;0.0002;0.3641
0:00:05:55.5500000;0.0002;0.3617
0:00:05:55.5600000;0.0002;0.3567
0:00:05:55.5700000;0.0002;0.3504
0:00:05:55.5800000;0.0002;0.3491
0:00:05:55.5900000;0.0002;0.3416
0:00:05:55.6000000;0.0002;0.3379
0:00:05:55.6100000;0.0002;0.3391
0:00:05:55.6200000;0.0002;0.3291
0:00:05:55.6300000;0.0002;0.3279
0:00:05:55.6400000;0.0001;0.3229
0:00:05:55.6500000;0.0001;0.3229
0:00:05:55.6600000;0.0001;0.3154
0:00:05:55.6700000;0.0001;0.3091
0:00:05:55.6800000;0.0001;0.3091
0:00:05:55.6900000;0.0001;0.3053
0:00:05:55.7000000;0.0001;0.3028
0:00:05:55.7100000;0.0001;0.2941
0:00:05:55.7200000;0.0001;0.2953
0:00:05:55.7300000;0.0001;0.2878
0:00:05:55.7400000;0.0001;0.2841
0:00:05:55.7500000;0.0001;0.2841
0:00:05:55.7600000;0.0001;0.2791
0:00:05:55.7700000;0.0001;0.2753
0:00:05:55.7800000;0.0001;0.2665
0:00:05:55.7900000;0.0001;0.2703
0:00:05:55.8000000;0.0001;0.2628
0:00:05:55.8100000;0.0001;0.2640
0:00:05:55.8200000;0.0001;0.2615
0:00:05:55.8300000;0.0001;0.2565
0:00:05:55.8400000;0.0001;0.2540
0:00:05:55.8500000;0.0001;0.2465
0:00:05:55.8600000;0.0001;0.2478
0:00:05:55.8700000;0.0001;0.2428
0:00:05:55.8800000;0.0001;0.2403
0:00:05:55.8900000;0.0001;0.2390
0:00:05:55.9000000;0.0001;0.2340
0:00:05:55.9100000;0.0001;0.2353
0:00:05:55.9200000;0.0001;0.2290
0:00:05:55.9300000;0.0001;0.2265
0:00:05:55.9400000;0.0001;0.2278
0:00:05:55.9500000;0.0001;0.2240
0:00:05:55.9600000;0.0001;0.2228
0:00:05:55.9700000;0.0001;0.2165
0:00:05:55.9800000;0.0001;0.2215
0:00:05:55.9900000;0.0001;0.2140
0:00:05:56.0000000;0.0001;0.2052
0:00:05:56.0100000;0.0001;0.2090
0:00:05:56.0200000;0.0001;0.2077
0:00:05:56.0300000;0.0001;0.2065
0:00:05:56.0400000;0.0001;0.2002
0:00:05:56.0500000;0.0001;0.1965
0:00:05:56.0600000;0.0001;0.1952
0:00:05:56.0700000;0.0001;0.1965
0:00:05:56.0800000;0.0001;0.1890
0:00:05:56.0900000;0.0001;0.1890
0:00:05:56.1000000;0.0001;0.1877
0:00:05:56.1100000;0.0001;0.1815
0:00:05:56.1200000;0.0001;0.1815
0:00:05:56.1300000;0.0001;0.1789
0:00:05:56.1400000;0.0001;0.1777
0:00:05:56.1500000;0.0001;0.1802
0:00:05:56.1600000;0.0001;0.1789
0:00:05:56.1700000;0.0001;0.1727
0:00:05:56.1800000;0.0001;0.1727
0:00:05:56.1900000;0.0001;0.1664
0:00:05:56.2000000;0.0001;0.1664
0:00:05:56.2100000;0.0001;0.1639
0:00:05:56.2200000;0.0001;0.1689
0:00:05:56.2300000;0.0001;0.1639
0:00:05:56.2400000;0.0001;0.1539
0:00:05:56.2500000;0.0001;0.1627
0:00:05:56.2600000;0.0001;0.1602
0:00:05:56.2700000;0.0001;0.1552
0:00:05:56.2800000;0.0001;0.1552
0:00:05:56.2900000;0.0001;0.1527
0:00:05:56.3000000;0.0001;0.1502
0:00:05:56.3100000;0.0001;0.1527
0:00:05:56.3200000;0.0001;0.1477
0:00:05:56.3300000;0.0001;0.1414
0:00:05:56.3400000;0.0001;0.1477
0:00:05:56.3500000;0.0001;0.1439
0:00:05:56.3600000;0.0001;0.1376
0:00:05:56.3700000;0.0001;0.1401
0:00:05:56.3800000;0.0001;0.1389
0:00:05:56.3900000;0.0001;0.1427
0:00:05:56.4000000;0.0001;0.1326
0:00:05:56.4100000;0.0001;0.1301
0:00:05:56.4200000;0.0001;0.1389
0:00:05:56.4300000;0.0001;0.1314
0:00:05:56.4400000;0.0001;0.1301
0:00:05:56.4500000;0.0001;0.1264
0:00:05:56.4600000;0.0001;0.1264
